Province	Electoral district number	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname	Middle name(s)	Given name	Political affiliation	Appartenance politique	Votes obtained	% Votes obtained	Rejected ballots	Total number of ballots cast
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Cusmano		Liana Canton	Green Party	Parti Vert	3718	7.1	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Forian		Michael	Conservative	Conservateur	4609	8.8	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Gaudet		Tommy	Parti Rhinocéros Party	Parti Rhinocéros Party	140	.3	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Langlais		Jean	People's Party	Parti populaire	520	1	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Miller		Marc	Liberal	Libéral	28087	53.5	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	O'Sullivan		Louise B.	Independent	Indépendant(e)	117	.2	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Patenaude		Marc	No Affiliation	Aucune appartenance	113	.2	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Sullivan		Linda	ML	ML	45	.1	601	53123
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Thiébaut		Sophie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8274	15.8	601	53123
Quebec	24078	Vimy	Vimy	validated	validés	Aliev		Vassif	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4779	8.6	1057	56590
Quebec	24078	Vimy	Vimy	validated	validés	Beaulieu		Claire-Emmanuelle	Bloc Québécois	Bloc Québécois	15455	27.8	1057	56590
Quebec	24078	Vimy	Vimy	validated	validés	Brunelle		Suzanne	People's Party	Parti populaire	733	1.3	1057	56590
Quebec	24078	Vimy	Vimy	validated	validés	El-Helou		Rima	Conservative	Conservateur	5951	10.7	1057	56590
Quebec	24078	Vimy	Vimy	validated	validés	Koutrakis		Annie	Liberal	Libéral	26490	47.7	1057	56590
Quebec	24078	Vimy	Vimy	validated	validés	R'Guiba		Faiza	Green Party	Parti Vert	2125	3.8	1057	56590
Ontario	35001	Ajax	Ajax	validated	validés	Ali		Intab	Independent	Indépendant(e)	111	.2	487	61507
Ontario	35001	Ajax	Ajax	validated	validés	Dingwall		Tom	Conservative	Conservateur	15864	26	487	61507
Ontario	35001	Ajax	Ajax	validated	validés	Hadley		Allen Keith	Independent	Indépendant(e)	186	.3	487	61507
Ontario	35001	Ajax	Ajax	validated	validés	Holland		Mark	Liberal	Libéral	35198	57.7	487	61507
Ontario	35001	Ajax	Ajax	validated	validés	Knight		Maia	Green Party	Parti Vert	2040	3.3	487	61507
Ontario	35001	Ajax	Ajax	validated	validés	Malik		Shokat	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7033	11.5	487	61507
Ontario	35001	Ajax	Ajax	validated	validés	Russo		Susanna	People's Party	Parti populaire	588	1	487	61507
Ontario	35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	validated	validés	Chapman		Max	Green Party	Parti Vert	2192	5.4	384	40975
Ontario	35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	validated	validés	Delisle		Dave	People's Party	Parti populaire	887	2.2	384	40975
Ontario	35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	validated	validés	Hughes		Carol	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16883	41.6	384	40975
Ontario	35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	validated	validés	Marquis De Marmalade		Le	Parti Rhinocéros Party	Parti Rhinocéros Party	125	.3	384	40975
Ontario	35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	validated	validés	Williamson		Dave	Conservative	Conservateur	10625	26.2	384	40975
Ontario	35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	validated	validés	Wilson		Heather	Liberal	Libéral	9879	24.3	384	40975
Ontario	35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	validated	validés	Alleslev		Leona	Conservative	Conservateur	23568	44.4	454	53563
Ontario	35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	validated	validés	Brown		Aaron	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3820	7.2	454	53563
Ontario	35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	validated	validés	Flemming		Timothy	Green Party	Parti Vert	2154	4.1	454	53563
Ontario	35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	validated	validés	Korovitsyn		Serge	Libertarian	Libertarien	529	1	454	53563
Ontario	35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	validated	validés	Patil		Priya	People's Party	Parti populaire	530	1	454	53563
Ontario	35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	validated	validés	Taylor Roy		Leah	Liberal	Libéral	22508	42.4	454	53563
Ontario	35004	Barrie--Innisfil	Barrie--Innisfil	validated	validés	Brassard		John	Conservative	Conservateur	23765	43.8	376	54629
Ontario	35004	Barrie--Innisfil	Barrie--Innisfil	validated	validés	North		Bonnie	Green Party	Parti Vert	4716	8.7	376	54629
Ontario	35004	Barrie--Innisfil	Barrie--Innisfil	validated	validés	Reinio		Pekka	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8880	16.4	376	54629
Ontario	35004	Barrie--Innisfil	Barrie--Innisfil	validated	validés	Robinson		Stephanie	People's Party	Parti populaire	1013	1.9	376	54629
Ontario	35004	Barrie--Innisfil	Barrie--Innisfil	validated	validés	Wilson		Lisa-Marie	Liberal	Libéral	15879	29.3	376	54629
Ontario	35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	validated	validés	Janssen		Dan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7972	14.8	378	54171
Ontario	35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	validated	validés	Kalliecharan		Brian	Liberal	Libéral	16805	31.2	378	54171
Ontario	35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	validated	validés	Lancaster		Marty	Green Party	Parti Vert	7066	13.1	378	54171
Ontario	35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	validated	validés	Patterson		David	People's Party	Parti populaire	969	1.8	378	54171
Ontario	35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	validated	validés	Shipley		Doug	Conservative	Conservateur	20981	39	378	54171
Ontario	35006	Bay of Quinte	Baie de Quinte	validated	validés	Bell		Stephanie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9851	16	464	62011
Ontario	35006	Bay of Quinte	Baie de Quinte	validated	validés	Bordonaro		Paul	People's Party	Parti populaire	1207	2	464	62011
Ontario	35006	Bay of Quinte	Baie de Quinte	validated	validés	Celovsky		Danny	Green Party	Parti Vert	3740	6.1	464	62011
Ontario	35006	Bay of Quinte	Baie de Quinte	validated	validés	Durkin		Tim	Conservative	Conservateur	22650	36.8	464	62011
Ontario	35006	Bay of Quinte	Baie de Quinte	validated	validés	Ellis		Neil	Liberal	Libéral	24099	39.2	464	62011
Ontario	35007	Beaches--East York	Beaches--East York	validated	validés	Erskine-Smith		Nathaniel	Liberal	Libéral	32647	57.2	340	57418
Ontario	35007	Beaches--East York	Beaches--East York	validated	validés	Manners		Sean	Green Party	Parti Vert	3378	5.9	340	57418
Ontario	35007	Beaches--East York	Beaches--East York	validated	validés	McKenzie		Deborah	People's Party	Parti populaire	831	1.5	340	57418
Ontario	35007	Beaches--East York	Beaches--East York	validated	validés	Nam		Mae J.	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12196	21.4	340	57418
Ontario	35007	Beaches--East York	Beaches--East York	validated	validés	Nazeer		Nadirah	Conservative	Conservateur	8026	14.1	340	57418
Ontario	35008	Brampton Centre	Brampton-Centre	validated	validés	Bawa		Baljit	People's Party	Parti populaire	681	1.7	480	40238
Ontario	35008	Brampton Centre	Brampton-Centre	validated	validés	Boswell		Jordan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7819	19.7	480	40238
Ontario	35008	Brampton Centre	Brampton-Centre	validated	validés	Gershuny		David	ML	ML	106	.3	480	40238
Ontario	35008	Brampton Centre	Brampton-Centre	validated	validés	Gosal		Pawanjit	Conservative	Conservateur	10696	26.9	480	40238
Ontario	35008	Brampton Centre	Brampton-Centre	validated	validés	Sangha		Ramesh	Liberal	Libéral	18771	47.2	480	40238
Ontario	35008	Brampton Centre	Brampton-Centre	validated	validés	Thornham		Pauline	Green Party	Parti Vert	1685	4.2	480	40238
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Burgess-Ogilvie		Teresa	Green Party	Parti Vert	666	1.3	510	51263
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Dua		Partap	CFF - Canada's Fourth Front	QFC - Quatrième front du Canada	89	.2	510	51263
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Othi		Manpreet	Independent	Indépendant(e)	211	.4	510	51263
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Sidhu		Maninder	Liberal	Libéral	24050	47.4	510	51263
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Singh		Ramona	Conservative	Conservateur	12125	23.9	510	51263
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Singh		Saranjit	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13368	26.3	510	51263
Ontario	35009	Brampton East	Brampton-Est	validated	validés	Walia		Gaurav	People's Party	Parti populaire	244	.5	510	51263
Ontario	35010	Brampton North	Brampton-Nord	validated	validés	D'Costa		Norbert	Green Party	Parti Vert	1516	3	496	50998
Ontario	35010	Brampton North	Brampton-Nord	validated	validés	Edwards		Melissa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8533	16.9	496	50998
Ontario	35010	Brampton North	Brampton-Nord	validated	validés	Frazer		Keith	People's Party	Parti populaire	510	1	496	50998
Ontario	35010	Brampton North	Brampton-Nord	validated	validés	Khanna		Arpan	Conservative	Conservateur	13973	27.7	496	50998
Ontario	35010	Brampton North	Brampton-Nord	validated	validés	Sahota		Ruby	Liberal	Libéral	25970	51.4	496	50998
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Brar		Ramandeep	Conservative	Conservateur	13828	28.4	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Fraser		Karen	Green Party	Parti Vert	1926	4	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Ghuman		Rajwinder	People's Party	Parti populaire	354	.7	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Joshi		Mitesh	CFF - Canada's Fourth Front	QFC - Quatrième front du Canada	152	.3	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Kaur		Mandeep	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7985	16.4	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Mercer		Wavey	Christian Heritage Party	Parti de l'Héritage Chrétien	285	.6	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Sidhu		Sonia	Liberal	Libéral	24085	49.5	583	49266
Ontario	35011	Brampton South	Brampton-Sud	validated	validés	Sullivan		Dagmar	ML	ML	68	.1	583	49266
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Davidson		Jane	Green Party	Parti Vert	1271	2.4	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Hundal		Harinderpal	Communist	Communiste	97	.2	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Kaur		Navjit	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9855	18.4	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Khera		Kamal	Liberal	Libéral	28743	53.5	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Malik		Anjum	CFF - Canada's Fourth Front	QFC - Quatrième front du Canada	69	.1	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Sampson		Roger	People's Party	Parti populaire	505	.9	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Tannahill		Paul	Christian Heritage Party	Parti de l'Héritage Chrétien	319	.6	735	54418
Ontario	35012	Brampton West	Brampton-Ouest	validated	validés	Thapliyal		Murarilal	Conservative	Conservateur	12824	23.9	735	54418
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Bory		Leslie	Independent	Indépendant(e)	115	.2	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Gallagher		Jeffrey	VCP	CAC	394	.6	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Jonkman		Bob	Green Party	Parti Vert	4257	6.4	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	McColeman		Phil	Conservative	Conservateur	26849	40.3	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Sawyer		Sabrina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13131	19.7	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Takacs		Danielle	Liberal	Libéral	20454	30.7	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Turmel		John The Engineer	Independent	Indépendant(e)	146	.2	497	67163
Ontario	35013	Brantford--Brant	Brantford--Brant	validated	validés	Wrobel		Dave	People's Party	Parti populaire	1320	2	497	67163
Ontario	35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	validated	validés	Den Tandt		Michael	Liberal	Libéral	17485	30.1	303	58464
Ontario	35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	validated	validés	Little		Daniel	Libertarian	Libertarien	321	.6	303	58464
Ontario	35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	validated	validés	Ruff		Alex	Conservative	Conservateur	26830	46.1	303	58464
Ontario	35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	validated	validés	Stephen		Chris	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6797	11.7	303	58464
Ontario	35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	validated	validés	Townsend		Bill	People's Party	Parti populaire	1614	2.8	303	58464
Ontario	35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	validated	validés	Valiquette		Danielle	Green Party	Parti Vert	5114	8.8	303	58464
Ontario	35015	Burlington	Burlington	validated	validés	Dupuis		Lenaee	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7372	10.2	600	72585
Ontario	35015	Burlington	Burlington	validated	validés	Gould		Karina	Liberal	Libéral	34989	48.6	600	72585
Ontario	35015	Burlington	Burlington	validated	validés	Michael		Jane	Conservative	Conservateur	23930	33.2	600	72585
Ontario	35015	Burlington	Burlington	validated	validés	Smetana		Peter	People's Party	Parti populaire	944	1.3	600	72585
Ontario	35015	Burlington	Burlington	validated	validés	Williams		Gareth	Green Party	Parti Vert	4750	6.6	600	72585
Ontario	35016	Cambridge	Cambridge	validated	validés	Attwal		Sunny	Conservative	Conservateur	17409	30	385	58327
Ontario	35016	Cambridge	Cambridge	validated	validés	Braniff		Michele	Green Party	Parti Vert	4343	7.5	385	58327
Ontario	35016	Cambridge	Cambridge	validated	validés	Couto		Manuel	ML	ML	76	.1	385	58327
Ontario	35016	Cambridge	Cambridge	validated	validés	Hamilton		Scott	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11177	19.3	385	58327
Ontario	35016	Cambridge	Cambridge	validated	validés	Haskell		David	People's Party	Parti populaire	1872	3.2	385	58327
Ontario	35016	Cambridge	Cambridge	validated	validés	May		Bryan	Liberal	Libéral	22903	39.5	385	58327
Ontario	35016	Cambridge	Cambridge	validated	validés	McMorrow		George	VCP	CAC	162	.3	385	58327
Ontario	35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	validated	validés	Balagtas		John	People's Party	Parti populaire	1061	2	450	54538
Ontario	35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	validated	validés	Coulbeck		Paul	Radical Marijuana	Radical Marijuana	307	.6	450	54538
Ontario	35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	validated	validés	Epp		Dave	Conservative	Conservateur	25359	46.9	450	54538
Ontario	35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	validated	validés	Omstead		Katie	Liberal	Libéral	16899	31.2	450	54538
Ontario	35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	validated	validés	Vercouteren		Mark	Green Party	Parti Vert	2233	4.1	450	54538
Ontario	35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	validated	validés	Walsh		Tony	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8229	15.2	450	54538
Ontario	35018	Davenport	Davenport	validated	validés	Bhatia		Sanjay	Conservative	Conservateur	4921	9.3	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Cash		Andrew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	21812	41	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Ciardullo		Francesco	People's Party	Parti populaire	496	.9	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Conover-Arthurs		Hannah	Green Party	Parti Vert	2397	4.5	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Dzerowicz		Julie	Liberal	Libéral	23251	43.7	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Kalevar		Chai	Independent	Indépendant(e)	79	.1	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Rowley		Elizabeth	Communist	Communiste	138	.3	417	53597
Ontario	35018	Davenport	Davenport	validated	validés	Young		Troy	Independent	Indépendant(e)	86	.2	417	53597
Ontario	35019	Don Valley East	Don Valley-Est	validated	validés	Hendry		John P.	People's Party	Parti populaire	562	1.3	438	42732
Ontario	35019	Don Valley East	Don Valley-Est	validated	validés	Ma		Michael	Conservative	Conservateur	10115	23.9	438	42732
Ontario	35019	Don Valley East	Don Valley-Est	validated	validés	Ratansi		Yasmin	Liberal	Libéral	25295	59.8	438	42732
Ontario	35019	Don Valley East	Don Valley-Est	validated	validés	Thompson		Nicholas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4647	11	438	42732
Ontario	35019	Don Valley East	Don Valley-Est	validated	validés	Turcotte		Dan	Green Party	Parti Vert	1675	4	438	42732
Ontario	35020	Don Valley North	Don Valley-Nord	validated	validés	Dong		Han	Liberal	Libéral	23495	50.4	314	46885
Ontario	35020	Don Valley North	Don Valley-Nord	validated	validés	Fischer		Sarah	Conservative	Conservateur	16506	35.4	314	46885
Ontario	35020	Don Valley North	Don Valley-Nord	validated	validés	Giavedoni		Daniel	Green Party	Parti Vert	1803	3.9	314	46885
Ontario	35020	Don Valley North	Don Valley-Nord	validated	validés	Griffin		Bruce	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4285	9.2	314	46885
Ontario	35020	Don Valley North	Don Valley-Nord	validated	validés	Sobel		Jay	People's Party	Parti populaire	482	1	314	46885
Ontario	35021	Don Valley West	Don Valley-Ouest	validated	validés	Kistindey		Amanda	Green Party	Parti Vert	2257	4.3	422	52656
Ontario	35021	Don Valley West	Don Valley-Ouest	validated	validés	Kittredge		John	Libertarian	Libertarien	277	.5	422	52656
Ontario	35021	Don Valley West	Don Valley-Ouest	validated	validés	MacDowell		Laurel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3804	7.3	422	52656
Ontario	35021	Don Valley West	Don Valley-Ouest	validated	validés	Oliphant		Rob	Liberal	Libéral	29148	55.8	422	52656
Ontario	35021	Don Valley West	Don Valley-Ouest	validated	validés	Prittie		Ian	People's Party	Parti populaire	444	.9	422	52656
