Province	Electoral district number	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname	Middle name(s)	Given name	Political affiliation	Appartenance politique	Votes obtained	% Votes obtained	Rejected ballots	Total number of ballots cast
Quebec	24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	validated	validés	Haché		Serge	People's Party	Parti populaire	417	.8	976	51364
Quebec	24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	validated	validés	Latulippe		Hugo	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3481	6.9	976	51364
Quebec	24051	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	Montmagny--L'Islet--Kamouraska--Rivière-du-Loup	validated	validés	Legault d'Auteuil		Aladin	Liberal	Libéral	8210	16.3	976	51364
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Badra		Clément	Green Party	Parti Vert	2389	5.5	583	44262
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Baland		Eric-Abel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3609	8.3	583	44262
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Housefather		Anthony	Liberal	Libéral	24590	56.3	583	44262
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Johnston		Diane	ML	ML	85	.2	583	44262
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Levesque		Xavier	Bloc Québécois	Bloc Québécois	1757	4	583	44262
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Lozoff		Zachary	People's Party	Parti populaire	362	.8	583	44262
Quebec	24052	Mount Royal	Mont-Royal	validated	validés	Tordjman		David	Conservative	Conservateur	10887	24.9	583	44262
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Drabkin		Neil	Conservative	Conservateur	5759	11.4	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Garneau		Marc	Liberal	Libéral	28323	56.3	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Gertler		Franklin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7753	15.4	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Green		Robert	Green Party	Parti Vert	5397	10.7	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Hoffman		Rachel	ML	ML	67	.1	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Jetté		Jennifer	Bloc Québécois	Bloc Québécois	2359	4.7	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Thomas		Jeffery A.	Independent	Indépendant(e)	98	.2	446	50767
Quebec	24053	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Valiquette		André	People's Party	Parti populaire	565	1.1	446	50767
Quebec	24054	Outremont	Outremont	validated	validés	Bendayan		Rachel	Liberal	Libéral	19148	46.2	455	41912
Quebec	24054	Outremont	Outremont	validated	validés	Clarke		Andrea	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8319	20.1	455	41912
Quebec	24054	Outremont	Outremont	validated	validés	Green		Daniel	Green Party	Parti Vert	5018	12.1	455	41912
Quebec	24054	Outremont	Outremont	validated	validés	Grimard		Célia	Bloc Québécois	Bloc Québécois	5741	13.8	455	41912
Quebec	24054	Outremont	Outremont	validated	validés	Hiemstra		Mark John	Parti Rhinocéros Party	Parti Rhinocéros Party	155	.4	455	41912
Quebec	24054	Outremont	Outremont	validated	validés	Louras		Jasmine	Conservative	Conservateur	2707	6.5	455	41912
Quebec	24054	Outremont	Outremont	validated	validés	Lévesque		Sabin	People's Party	Parti populaire	369	.9	455	41912
Quebec	24055	Papineau	Papineau	validated	validés	Cacereco Berthiaume		Jean-Patrick	Parti Rhinocéros Party	Parti Rhinocéros Party	363	.7	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Gagnon		Christian	Bloc Québécois	Bloc Québécois	8124	16	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Lefebvre		Susanne	Christian Heritage Party	Parti de l'Héritage Chrétien	186	.4	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Lupien		Luc	No Affiliation	Aucune appartenance	75	.1	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Magnan		Alain	Independent	Indépendant(e)	76	.1	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Paré		Christine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9748	19.2	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Penner		Steve	No Affiliation	Aucune appartenance	34	.1	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Sibthorpe		Mark	People's Party	Parti populaire	322	.6	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Trudeau		Justin	Liberal	Libéral	25957	51.1	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Vazquez		Juan	Green Party	Parti Vert	3741	7.4	938	51719
Quebec	24055	Papineau	Papineau	validated	validés	Veilleux		Sophie	Conservative	Conservateur	2155	4.2	938	51719
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	El-Khoury		Bruno Ibrahim	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5687	10.3	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Henri		Edline	Bloc Québécois	Bloc Québécois	4469	8.1	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Ishak		Mariam	Conservative	Conservateur	9797	17.7	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Khan		Shahid	Independent	Indépendant(e)	242	.4	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Mintz		Lisa	Green Party	Parti Vert	2866	5.2	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Plante		Martin	Independent	Indépendant(e)	394	.7	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Weishar		Lee	People's Party	Parti populaire	711	1.3	682	56153
Quebec	24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Zuberi		Sameer	Liberal	Libéral	31305	56.4	682	56153
Quebec	24057	Pontiac	Pontiac	validated	validés	Amos		William	Liberal	Libéral	30217	48.9	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Belec		Mario	People's Party	Parti populaire	775	1.3	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Bertrand		Claude	Green Party	Parti Vert	3762	6.1	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Blackburn		Dave	Conservative	Conservateur	10416	16.8	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Carreiro-Benoit		Jonathan	Bloc Québécois	Bloc Québécois	9929	16.1	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Giroux		Denise	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6503	10.5	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Lang		Louis	ML	ML	51	.1	661	62508
Quebec	24057	Pontiac	Pontiac	validated	validés	Stewart		Shawn	VCP	CAC	194	.3	661	62508
Quebec	24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	validated	validés	Abbatiello		Luca	People's Party	Parti populaire	1915	3	1251	65925
Quebec	24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	validated	validés	Bonsaint		Mathieu	Bloc Québécois	Bloc Québécois	15707	24.3	1251	65925
Quebec	24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	validated	validés	Gagnon		David-Roger	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3758	5.8	1251	65925
Quebec	24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	validated	validés	Gaudet		Marie-Claude	Green Party	Parti Vert	2308	3.6	1251	65925
Quebec	24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	validated	validés	Godin		Joël	Conservative	Conservateur	28110	43.5	1251	65925
Quebec	24058	Portneuf--Jacques-Cartier	Portneuf--Jacques-Cartier	validated	validés	Talbot		Annie	Liberal	Libéral	12876	19.9	1251	65925
Quebec	24059	Québec	Québec	validated	validés	Boutin		Bianca	Conservative	Conservateur	8118	15	1051	55249
Quebec	24059	Québec	Québec	validated	validés	Bureau		Tommy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6220	11.5	1051	55249
Quebec	24059	Québec	Québec	validated	validés	CoRhino		Sébastien	Parti Rhinocéros Party	Parti Rhinocéros Party	349	.6	1051	55249
Quebec	24059	Québec	Québec	validated	validés	Dabiré		Bruno	People's Party	Parti populaire	674	1.2	1051	55249
Quebec	24059	Québec	Québec	validated	validés	Duclos		Jean-Yves	Liberal	Libéral	18047	33.3	1051	55249
Quebec	24059	Québec	Québec	validated	validés	Gagnon		Christiane	Bloc Québécois	Bloc Québécois	17722	32.7	1051	55249
Quebec	24059	Québec	Québec	validated	validés	Joli-Coeur		Luc	Green Party	Parti Vert	2949	5.4	1051	55249
Quebec	24059	Québec	Québec	validated	validés	Paquin		Luc	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	119	.2	1051	55249
Quebec	24060	Repentigny	Repentigny	validated	validés	Beauregard		Diane	Green Party	Parti Vert	2289	3.5	1316	66772
Quebec	24060	Repentigny	Repentigny	validated	validés	Benslimane		Meryem	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4470	6.8	1316	66772
Quebec	24060	Repentigny	Repentigny	validated	validés	Boucher Granger		Micheline	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	347	.5	1316	66772
Quebec	24060	Repentigny	Repentigny	validated	validés	Branchaud		Pierre	Conservative	Conservateur	4878	7.5	1316	66772
Quebec	24060	Repentigny	Repentigny	validated	validés	Larose		Josée	Liberal	Libéral	18111	27.7	1316	66772
Quebec	24060	Repentigny	Repentigny	validated	validés	Pauzé		Monique	Bloc Québécois	Bloc Québécois	34837	53.2	1316	66772
Quebec	24060	Repentigny	Repentigny	validated	validés	Saint-Laurent		Samuel	People's Party	Parti populaire	524	.8	1316	66772
Quebec	24061	Richmond--Arthabaska	Richmond--Arthabaska	validated	validés	Guérin		Olivier	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2864	4.9	1077	59715
Quebec	24061	Richmond--Arthabaska	Richmond--Arthabaska	validated	validés	Horth-Lepage		Laura	Green Party	Parti Vert	3133	5.3	1077	59715
Quebec	24061	Richmond--Arthabaska	Richmond--Arthabaska	validated	validés	Landry		Jean	People's Party	Parti populaire	681	1.2	1077	59715
Quebec	24061	Richmond--Arthabaska	Richmond--Arthabaska	validated	validés	Nolin		Olivier	Bloc Québécois	Bloc Québécois	16539	28.2	1077	59715
Quebec	24061	Richmond--Arthabaska	Richmond--Arthabaska	validated	validés	Patry		Marc	Liberal	Libéral	8868	15.1	1077	59715
Quebec	24061	Richmond--Arthabaska	Richmond--Arthabaska	validated	validés	Rayes		Alain	Conservative	Conservateur	26553	45.3	1077	59715
Quebec	24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	validated	validés	Borgers		Ceylan	Green Party	Parti Vert	3015	5.2	1090	59274
Quebec	24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	validated	validés	Desilets		Luc	Bloc Québécois	Bloc Québécois	23629	40.6	1090	59274
Quebec	24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	validated	validés	Hakizimana		Joseph	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5002	8.6	1090	59274
Quebec	24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	validated	validés	Lapointe		Linda	Liberal	Libéral	21009	36.1	1090	59274
Quebec	24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	validated	validés	Mikhael		Maikel	Conservative	Conservateur	4684	8.1	1090	59274
Quebec	24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	validated	validés	Roker Jr		Hans	People's Party	Parti populaire	845	1.5	1090	59274
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Fortin		Rhéal	Bloc Québécois	Bloc Québécois	31281	52	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Fréchette		Sylvie	Conservative	Conservateur	7120	11.8	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Gagnon		Florence	Liberal	Libéral	13402	22.3	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Leckman		Joey	Green Party	Parti Vert	3345	5.6	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Michaud		Normand	People's Party	Parti populaire	407	.7	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Ouellette		Myriam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4194	7	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	Riqueur-Lainé		Nicolas	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	225	.4	1206	61307
Quebec	24063	Rivière-du-Nord	Rivière-du-Nord	validated	validés	St-Gelais		Lucie	Independent	Indépendant(e)	127	.2	1206	61307
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	André		Claude	Bloc Québécois	Bloc Québécois	14306	23.8	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Boulerice		Alexandre	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	25575	42.5	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Desrochers		Gisèle	ML	ML	80	.1	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Désy		Jean	Green Party	Parti Vert	3539	5.9	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Hinse		Geneviève	Liberal	Libéral	14576	24.2	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Lavoie		Jos Guitare	Parti Rhinocéros Party	Parti Rhinocéros Party	346	.6	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Pellerin		Bobby	People's Party	Parti populaire	293	.5	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Raymond		Normand	Communist	Communiste	86	.1	718	60924
Quebec	24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	validated	validés	Sarfati		Johanna	Conservative	Conservateur	1405	2.3	718	60924
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Baudelot		Sonia	Conservative	Conservateur	5423	9.7	924	56741
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Faour		Ali	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4741	8.5	924	56741
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Migliozzi		Emilio	People's Party	Parti populaire	465	.8	924	56741
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Nitoi		Lizabel	Bloc Québécois	Bloc Québécois	18069	32.4	924	56741
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Progakis		Elias	Independent	Indépendant(e)	143	.3	924	56741
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Robillard		Yves	Liberal	Libéral	24865	44.5	924	56741
Quebec	24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Tran Le		Bao	Green Party	Parti Vert	2111	3.8	924	56741
Quebec	24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	validated	validés	Barré		Bernard	Conservative	Conservateur	8062	14.4	1391	57305
Quebec	24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	validated	validés	Bélanger		Jean-François	People's Party	Parti populaire	478	.9	1391	57305
Quebec	24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	validated	validés	Huet-Côté		Sabrina	Green Party	Parti Vert	2031	3.6	1391	57305
Quebec	24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	validated	validés	Sansoucy		Brigitte	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10297	18.4	1391	57305
Quebec	24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	validated	validés	Savard-Tremblay		Simon-Pierre	Bloc Québécois	Bloc Québécois	23143	41.4	1391	57305
Quebec	24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	validated	validés	Vincelette		René	Liberal	Libéral	11903	21.3	1391	57305
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Chenail		André-Philippe	Green Party	Parti Vert	3127	5.1	1241	63116
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Hivon		Marc	People's Party	Parti populaire	397	.6	1241	63116
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Normandin		Christine	Bloc Québécois	Bloc Québécois	27750	44.8	1241	63116
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Reeves		Chantal	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4794	7.7	1241	63116
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Rioux		Jean	Liberal	Libéral	18906	30.6	1241	63116
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Savary		Yvon	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	289	.5	1241	63116
Quebec	24067	Saint-Jean	Saint-Jean	validated	validés	Thibert		Martin	Conservative	Conservateur	6612	10.7	1241	63116
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Boutet		Ginette	ML	ML	71	.2	618	40765
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Gallo		Miranda	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4065	10.1	618	40765
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Kokotsis		Georgia	Green Party	Parti Vert	2150	5.4	618	40765
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Lambropoulos		Emmanuella	Liberal	Libéral	23527	58.6	618	40765
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Mikus		Christopher	People's Party	Parti populaire	484	1.2	618	40765
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Miljours		Thérèse	Bloc Québécois	Bloc Québécois	2845	7.1	618	40765
Quebec	24068	Saint-Laurent	Saint-Laurent	validated	validés	Serour		Richard	Conservative	Conservateur	7005	17.4	618	40765
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Ayala		Paulina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2964	6.5	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Colly		Garnet	ML	ML	85	.2	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Di Serio		Tina	People's Party	Parti populaire	501	1.1	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Guillet		Hassan	Independent	Indépendant(e)	3061	6.7	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Lattanzio		Patricia	Liberal	Libéral	27866	61.3	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Maiolo		Ilario	Conservative	Conservateur	5423	11.9	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Mougin		Dominique	Bloc Québécois	Bloc Québécois	4351	9.6	993	46427
Quebec	24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	validated	validés	Szilagyi		Alessandra	Green Party	Parti Vert	1183	2.6	993	46427
Quebec	24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	validated	validés	Boisguérin		Barthélémy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3071	5.3	1307	59721
Quebec	24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	validated	validés	Champagne		François-Philippe	Liberal	Libéral	23104	39.6	1307	59721
Quebec	24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	validated	validés	Courchesne		Bruno-Pier	Conservative	Conservateur	9542	16.3	1307	59721
Quebec	24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	validated	validés	Dufresne		Stéphanie	Green Party	Parti Vert	1809	3.1	1307	59721
Quebec	24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	validated	validés	Déziel		Julie	People's Party	Parti populaire	938	1.6	1307	59721
Quebec	24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	validated	validés	Morin		Nicole	Bloc Québécois	Bloc Québécois	19950	34.2	1307	59721
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	AlShawa		Nahed	Green Party	Parti Vert	1997	3.2	1285	64188
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	Bertrand		Luc	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	342	.5	1285	64188
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	Debellefeuille		Claude	Bloc Québécois	Bloc Québécois	29975	47.7	1285	64188
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	Faubert		Marc	Liberal	Libéral	18682	29.7	1285	64188
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	Gottman		Joan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5024	8	1285	64188
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	Larivière		Cynthia	Conservative	Conservateur	6116	9.7	1285	64188
Quebec	24071	Salaberry--Suroît	Salaberry--Suroît	validated	validés	Savard		Alain	People's Party	Parti populaire	767	1.2	1285	64188
Quebec	24072	Shefford	Shefford	validated	validés	Breton		Pierre	Liberal	Libéral	22605	37.1	1313	62226
Quebec	24072	Shefford	Shefford	validated	validés	Clermont		Nathalie	Conservative	Conservateur	7495	12.3	1313	62226
Quebec	24072	Shefford	Shefford	validated	validés	Daviault		Darlène	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	294	.5	1313	62226
Quebec	24072	Shefford	Shefford	validated	validés	Larouche		Andréanne	Bloc Québécois	Bloc Québécois	23503	38.6	1313	62226
Quebec	24072	Shefford	Shefford	validated	validés	Plamondon		Raymonde	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3705	6.1	1313	62226
Quebec	24072	Shefford	Shefford	validated	validés	Sabbagh		Mariam	People's Party	Parti populaire	497	.8	1313	62226
Quebec	24072	Shefford	Shefford	validated	validés	Turgeon		Katherine	Green Party	Parti Vert	2814	4.6	1313	62226
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Brière		Élisabeth	Liberal	Libéral	17490	29.3	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Côté		Steve	Parti Rhinocéros Party	Parti Rhinocéros Party	219	.4	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Dusseault		Pierre-Luc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16881	28.3	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Forgues		Claude	Bloc Québécois	Bloc Québécois	15470	25.9	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Moreno		Edwin	Independent	Indépendant(e)	471	.8	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Morin		Mathieu	Green Party	Parti Vert	2716	4.5	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Richard		Hubert	No Affiliation	Aucune appartenance	117	.2	1003	60729
Quebec	24073	Sherbrooke	Sherbrooke	validated	validés	Sévigny		Dany	Conservative	Conservateur	6362	10.7	1003	60729
Quebec	24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	validated	validés	Cox		Karen	Conservative	Conservateur	7804	11.5	962	69104
Quebec	24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	validated	validés	MacDonald		Amanda	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7368	10.8	962	69104
Quebec	24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	validated	validés	Rouillard		Noémie	Bloc Québécois	Bloc Québécois	16600	24.4	962	69104
Quebec	24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	validated	validés	Schiefke		Peter	Liberal	Libéral	32254	47.3	962	69104
Quebec	24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	validated	validés	Stiff		Cameron	Green Party	Parti Vert	3405	5	962	69104
Quebec	24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	validated	validés	Tam		Kaylin	People's Party	Parti populaire	711	1	962	69104
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Barnes		Jeffrey	People's Party	Parti populaire	399	.7	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Beauchemin		Frédéric	Liberal	Libéral	17944	29.3	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Beaudoin		Maxime	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4627	7.5	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Boudrias		Michel	Bloc Québécois	Bloc Québécois	31029	50.6	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Gagnon		France	Conservative	Conservateur	4640	7.6	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Hébert		Jade	Independent	Indépendant(e)	159	.3	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Monette		Réjean	Green Party	Parti Vert	2277	3.7	1282	62617
Quebec	24075	Terrebonne	Terrebonne	validated	validés	Vézina		Paul	Parti Rhinocéros Party	Parti Rhinocéros Party	260	.4	1282	62617
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	Aubin		Robert	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10090	16.7	1092	61630
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	Charbonneau		Louise	Bloc Québécois	Bloc Québécois	17240	28.5	1092	61630
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	Duplessis		Marie	Green Party	Parti Vert	1492	2.5	1092	61630
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	Gingras		Marc André	People's Party	Parti populaire	565	.9	1092	61630
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	Lévesque		Yves	Conservative	Conservateur	15240	25.2	1092	61630
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	Renaud-Martin		Valérie	Liberal	Libéral	15774	26.1	1092	61630
Quebec	24076	Trois-Rivières	Trois-Rivières	validated	validés	St-Onge Lynch		Ronald	Independent	Indépendant(e)	137	.2	1092	61630
Quebec	24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	validés	Bourque		Nadia	Bloc Québécois	Bloc Québécois	6899	13.1	601	53123
